label,PASS,max_lateral_m,max_tilt_deg,spin_drift_frac,z_m
nominal,False,0.07071067811865475,329.0085383269185,0.0,674971.7920917256
large_pert,False,0.1414213562373095,669.0206329390555,0.0,673787.9128047319
narrow_beam,False,0.07071067811865475,516.7952341692564,0.0,611615.6399548696
hi_intensity,False,0.07071067811865475,1617.4079749595548,0.0,3375878.9450992825
period+10,False,44.332940686417125,374.5829092139823,0.0,89972.8970501171
Rc-20,True,0.0707106781187543,4.228621543980824,0.0,648040.345638571
small_pert,True,0.0282842712474619,1.6136793110972691,0.0,656662.1842473414
period-10,False,0.07071067811865653,324.8193191408539,0.0,671284.9517350362
